,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
47194,47194,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,GEN,Female-only (including Supernumerary),3052,3785,6,4,Bachelor of Technology,1,West Bengal
47195,47195,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,OPEN (PwD),Gender-Neutral,77,77,6,4,Bachelor of Technology,1,West Bengal
47196,47196,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,EWS,Gender-Neutral,288,326,6,4,Bachelor of Technology,1,West Bengal
47197,47197,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,EWS,Female-only (including Supernumerary),502,502,6,4,Bachelor of Technology,1,West Bengal
47198,47198,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,EWS (PwD),Gender-Neutral,19,19,6,4,Bachelor of Technology,1,West Bengal
47199,47199,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,594,851,6,4,Bachelor of Technology,1,West Bengal
47200,47200,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),1761,2296,6,4,Bachelor of Technology,1,West Bengal
47201,47201,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,OBC-NCL (PwD),Gender-Neutral,54,54,6,4,Bachelor of Technology,1,West Bengal
47202,47202,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,SC,Gender-Neutral,311,450,6,4,Bachelor of Technology,1,West Bengal
47203,47203,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,SC,Female-only (including Supernumerary),803,934,6,4,Bachelor of Technology,1,West Bengal
47204,47204,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,ST,Gender-Neutral,212,288,6,4,Bachelor of Technology,1,West Bengal
47205,47205,Indian Institute of Technology Kharagpur,Electrical Engineering,AI,ST,Female-only (including Supernumerary),382,382,6,4,Bachelor of Technology,1,West Bengal
47206,47206,Indian Institute of Technology Bombay,Metallurgical Engineering and Materials Science,AI,GEN,Gender-Neutral,2476,3783,6,4,Bachelor of Technology,1,Maharashtra
47207,47207,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,GEN,Female-only (including Supernumerary),3970,5059,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47208,47208,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,EWS,Gender-Neutral,395,471,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47209,47209,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,EWS,Female-only (including Supernumerary),898,898,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47210,47210,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Gender-Neutral,942,1151,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47211,47211,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Female-only (including Supernumerary),2540,2540,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47212,47212,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,SC,Gender-Neutral,461,712,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47213,47213,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,SC,Female-only (including Supernumerary),1308,1308,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47214,47214,Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,AI,ST,Gender-Neutral,407,417,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47215,47215,Indian Institute of Technology Indore,Electrical Engineering,AI,GEN,Gender-Neutral,2305,3828,6,4,Bachelor of Technology,1,Madhya Pradesh
47216,47216,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,GEN,Female-only (including Supernumerary),1654,2410,6,4,Bachelor of Technology,1,West Bengal
47217,47217,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,OPEN (PwD),Gender-Neutral,31,70,6,4,Bachelor of Technology,1,West Bengal
47218,47218,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,OPEN (PwD),Female-only (including Supernumerary),85P,85P,6,4,Bachelor of Technology,1,West Bengal
47219,47219,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,EWS,Gender-Neutral,133,194,6,4,Bachelor of Technology,1,West Bengal
47220,47220,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,EWS,Female-only (including Supernumerary),476,485,6,4,Bachelor of Technology,1,West Bengal
47221,47221,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,EWS (PwD),Gender-Neutral,14,14,6,4,Bachelor of Technology,1,West Bengal
47222,47222,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,OBC-NCL,Gender-Neutral,235,510,6,4,Bachelor of Technology,1,West Bengal
47223,47223,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,OBC-NCL,Female-only (including Supernumerary),484,1252,6,4,Bachelor of Technology,1,West Bengal
47224,47224,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,OBC-NCL (PwD),Gender-Neutral,40,40,6,4,Bachelor of Technology,1,West Bengal
47225,47225,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,SC,Gender-Neutral,144,251,6,4,Bachelor of Technology,1,West Bengal
47226,47226,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,SC,Female-only (including Supernumerary),537,537,6,4,Bachelor of Technology,1,West Bengal
47227,47227,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,ST,Gender-Neutral,67,173,6,4,Bachelor of Technology,1,West Bengal
47228,47228,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,AI,ST,Female-only (including Supernumerary),238,238,6,4,Bachelor of Technology,1,West Bengal
47229,47229,Indian Institute of Technology Goa,Computer Science and Engineering,AI,GEN,Gender-Neutral,2538,3839,6,4,Bachelor of Technology,1,Goa
47230,47230,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,GEN,Female-only (including Supernumerary),2632,3432,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47231,47231,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,OPEN (PwD),Gender-Neutral,68,68,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47232,47232,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,EWS,Gender-Neutral,260,320,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47233,47233,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,EWS,Female-only (including Supernumerary),688,688,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47234,47234,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Gender-Neutral,543,889,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47235,47235,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Female-only (including Supernumerary),1641,1654,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47236,47236,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL (PwD),Gender-Neutral,45P,45P,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47237,47237,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,SC,Gender-Neutral,289,523,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47238,47238,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,SC,Female-only (including Supernumerary),797,855,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47239,47239,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,ST,Gender-Neutral,248,357,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47240,47240,Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,AI,ST,Female-only (including Supernumerary),394,394,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47241,47241,Indian Institute of Technology Madras,Aerospace Engineering,AI,GEN,Gender-Neutral,1245,3881,6,4,Bachelor of Technology,1,Tamilnadu
47242,47242,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,GEN,Female-only (including Supernumerary),18575,20790,6,4,Bachelor of Science,1,West Bengal
47243,47243,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,EWS,Gender-Neutral,1642,1918,6,4,Bachelor of Science,1,West Bengal
47244,47244,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,EWS,Female-only (including Supernumerary),3627,3627,6,4,Bachelor of Science,1,West Bengal
47245,47245,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,OBC-NCL,Gender-Neutral,4180,4907,6,4,Bachelor of Science,1,West Bengal
47246,47246,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,OBC-NCL,Female-only (including Supernumerary),8735,8851,6,4,Bachelor of Science,1,West Bengal
47247,47247,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,SC,Gender-Neutral,2369,2664,6,4,Bachelor of Science,1,West Bengal
47248,47248,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,SC,Female-only (including Supernumerary),3867,3867,6,4,Bachelor of Science,1,West Bengal
47249,47249,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,ST,Gender-Neutral,1174,1465,6,4,Bachelor of Science,1,West Bengal
47250,47250,Indian Institute of Technology Kharagpur,Exploration Geophysics,AI,ST,Female-only (including Supernumerary),1550,1550,6,4,Bachelor of Science,1,West Bengal
47251,47251,Indian Institute of Technology Delhi,Chemical Engineering,AI,GEN,Gender-Neutral,2918,3956,6,5,Bachelor and Master of Technology (Dual Degree),1,New Delhi
47252,47252,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,GEN,Female-only (including Supernumerary),8027,9190,6,4,Bachelor of Technology,1,West Bengal
47253,47253,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,OPEN (PwD),Gender-Neutral,159,159,6,4,Bachelor of Technology,1,West Bengal
47254,47254,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,EWS,Gender-Neutral,813,885,6,4,Bachelor of Technology,1,West Bengal
47255,47255,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,EWS,Female-only (including Supernumerary),1889,1889,6,4,Bachelor of Technology,1,West Bengal
47256,47256,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,OBC-NCL,Gender-Neutral,1407,2049,6,4,Bachelor of Technology,1,West Bengal
47257,47257,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,OBC-NCL,Female-only (including Supernumerary),4418,4685,6,4,Bachelor of Technology,1,West Bengal
47258,47258,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,SC,Gender-Neutral,767,1189,6,4,Bachelor of Technology,1,West Bengal
47259,47259,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,SC,Female-only (including Supernumerary),1610,1610,6,4,Bachelor of Technology,1,West Bengal
47260,47260,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,ST,Gender-Neutral,510,698,6,4,Bachelor of Technology,1,West Bengal
47261,47261,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,ST,Female-only (including Supernumerary),605,605,6,4,Bachelor of Technology,1,West Bengal
47262,47262,Indian Institute of Technology Mandi,Data Science and Engineering,AI,GEN,Gender-Neutral,3604,3974,6,4,Bachelor of Technology,1,Himachal Pradesh
47263,47263,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,GEN,Female-only (including Supernumerary),10059,12126,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47264,47264,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,EWS,Gender-Neutral,1014,1157,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47265,47265,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,OBC-NCL,Gender-Neutral,2124,2351,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47266,47266,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,OBC-NCL,Female-only (including Supernumerary),5740,5740,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47267,47267,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,SC,Gender-Neutral,1283,1455,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47268,47268,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,SC,Female-only (including Supernumerary),2414,2414,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47269,47269,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,ST,Gender-Neutral,900,965,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47270,47270,Indian Institute of Technology Tirupati,Computer Science and Engineering,AI,GEN,Gender-Neutral,1133,4011,6,4,Bachelor of Technology,1,Andhra Pradesh
47271,47271,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,GEN,Female-only (including Supernumerary),5373,5533,6,4,Bachelor of Technology,1,West Bengal
47272,47272,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,OPEN (PwD),Gender-Neutral,90,90,6,4,Bachelor of Technology,1,West Bengal
47273,47273,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,EWS,Gender-Neutral,363,513,6,4,Bachelor of Technology,1,West Bengal
47274,47274,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,EWS,Female-only (including Supernumerary),1242,1242,6,4,Bachelor of Technology,1,West Bengal
47275,47275,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,OBC-NCL,Gender-Neutral,1126,1360,6,4,Bachelor of Technology,1,West Bengal
47276,47276,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,OBC-NCL,Female-only (including Supernumerary),3965,4093,6,4,Bachelor of Technology,1,West Bengal
47277,47277,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,SC,Gender-Neutral,379,733,6,4,Bachelor of Technology,1,West Bengal
47278,47278,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,SC,Female-only (including Supernumerary),1836,1836,6,4,Bachelor of Technology,1,West Bengal
47279,47279,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,ST,Gender-Neutral,428,469,6,4,Bachelor of Technology,1,West Bengal
47280,47280,Indian Institute of Technology Kharagpur,Instrumentation Engineering,AI,ST,Female-only (including Supernumerary),751,751,6,4,Bachelor of Technology,1,West Bengal
47281,47281,Indian Institute of Technology Gandhinagar,Electrical Engineering,AI,GEN,Gender-Neutral,2858,4127,6,4,Bachelor of Technology,1,Gujarat
47282,47282,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,GEN,Female-only (including Supernumerary),12302,12657,6,4,Bachelor of Technology,1,West Bengal
47283,47283,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,EWS,Gender-Neutral,1071,1249,6,4,Bachelor of Technology,1,West Bengal
47284,47284,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,EWS,Female-only (including Supernumerary),2648,2648,6,4,Bachelor of Technology,1,West Bengal
47285,47285,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,OBC-NCL,Gender-Neutral,2667,3022,6,4,Bachelor of Technology,1,West Bengal
47286,47286,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,OBC-NCL,Female-only (including Supernumerary),6133,6490,6,4,Bachelor of Technology,1,West Bengal
47287,47287,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,SC,Gender-Neutral,1463,1802,6,4,Bachelor of Technology,1,West Bengal
47288,47288,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,SC,Female-only (including Supernumerary),3068,3068,6,4,Bachelor of Technology,1,West Bengal
47289,47289,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,ST,Gender-Neutral,592,870,6,4,Bachelor of Technology,1,West Bengal
47290,47290,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,AI,ST,Female-only (including Supernumerary),1326,1326,6,4,Bachelor of Technology,1,West Bengal
47291,47291,Indian Institute of Technology Roorkee,Mechanical Engineering,AI,GEN,Gender-Neutral,2127,4189,6,4,Bachelor of Technology,1,Uttarakhand
47292,47292,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,GEN,Female-only (including Supernumerary),13902,15722,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47293,47293,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,EWS,Gender-Neutral,1399,1427,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47294,47294,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,OBC-NCL,Gender-Neutral,3025,3234,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47295,47295,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,OBC-NCL,Female-only (including Supernumerary),5914,5914,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47296,47296,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,SC,Gender-Neutral,1483,1858,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47297,47297,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,SC,Female-only (including Supernumerary),3002,3002,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47298,47298,Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,AI,ST,Gender-Neutral,986,986,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47299,47299,Indian Institute of Technology Hyderabad,Engineering Science,AI,GEN,Gender-Neutral,2000,4207,6,4,Bachelor of Technology,1,Telangana
47300,47300,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,GEN,Female-only (including Supernumerary),3161,3665,6,4,Bachelor of Science,1,West Bengal
47301,47301,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,OPEN (PwD),Gender-Neutral,79,79,6,4,Bachelor of Science,1,West Bengal
47302,47302,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,OPEN (PwD),Female-only (including Supernumerary),182,182,6,4,Bachelor of Science,1,West Bengal
47303,47303,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,EWS,Gender-Neutral,200,253,6,4,Bachelor of Science,1,West Bengal
47304,47304,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,EWS (PwD),Gender-Neutral,13P,13P,6,4,Bachelor of Science,1,West Bengal
47305,47305,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,OBC-NCL,Gender-Neutral,323,761,6,4,Bachelor of Science,1,West Bengal
47306,47306,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,OBC-NCL,Female-only (including Supernumerary),811,2331,6,4,Bachelor of Science,1,West Bengal
47307,47307,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,OBC-NCL (PwD),Gender-Neutral,8P,8P,6,4,Bachelor of Science,1,West Bengal
47308,47308,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,SC,Gender-Neutral,250,478,6,4,Bachelor of Science,1,West Bengal
47309,47309,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,SC,Female-only (including Supernumerary),1142,1410,6,4,Bachelor of Science,1,West Bengal
47310,47310,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,ST,Gender-Neutral,98,243,6,4,Bachelor of Science,1,West Bengal
47311,47311,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,ST,Female-only (including Supernumerary),450,450,6,4,Bachelor of Science,1,West Bengal
47312,47312,Indian Institute of Technology Delhi,Materials Engineering,AI,GEN,Gender-Neutral,2966,4259,6,4,Bachelor of Technology,1,New Delhi
47313,47313,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,GEN,Female-only (including Supernumerary),5873,9315,6,4,Bachelor of Technology,1,West Bengal
47314,47314,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,OPEN (PwD),Gender-Neutral,87P,88P,6,4,Bachelor of Technology,1,West Bengal
47315,47315,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,EWS,Gender-Neutral,431,686,6,4,Bachelor of Technology,1,West Bengal
47316,47316,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,EWS,Female-only (including Supernumerary),1490,1698,6,4,Bachelor of Technology,1,West Bengal
47317,47317,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,997,1576,6,4,Bachelor of Technology,1,West Bengal
47318,47318,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),3257,4346,6,4,Bachelor of Technology,1,West Bengal
47319,47319,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,OBC-NCL (PwD),Gender-Neutral,67P,67P,6,4,Bachelor of Technology,1,West Bengal
47320,47320,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,SC,Gender-Neutral,595,903,6,4,Bachelor of Technology,1,West Bengal
47321,47321,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,SC,Female-only (including Supernumerary),1656,1950,6,4,Bachelor of Technology,1,West Bengal
47322,47322,Indian Institute of Technology Kharagpur,Mechanical Engineering,AI,ST,Gender-Neutral,410,495,6,4,Bachelor of Technology,1,West Bengal
47323,47323,Indian Institute of Technology Kharagpur,Industrial and Systems Engineering,AI,GEN,Gender-Neutral,3256,4307,6,4,Bachelor of Technology,1,West Bengal
47324,47324,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,GEN,Female-only (including Supernumerary),10270,11336,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47325,47325,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,EWS,Gender-Neutral,731,953,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47326,47326,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Gender-Neutral,1354,2218,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47327,47327,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,OBC-NCL,Female-only (including Supernumerary),4732,5472,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47328,47328,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,SC,Gender-Neutral,942,1165,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47329,47329,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,SC,Female-only (including Supernumerary),2075,2287,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47330,47330,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,ST,Gender-Neutral,501,789,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47331,47331,Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,AI,ST,Female-only (including Supernumerary),1275,1275,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47332,47332,Indian Institute of Technology Delhi,Civil Engineering,AI,GEN,Gender-Neutral,2766,4316,6,4,Bachelor of Technology,1,New Delhi
47333,47333,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,GEN,Female-only (including Supernumerary),11706,12375,6,4,Bachelor of Technology,1,West Bengal
47334,47334,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,EWS,Gender-Neutral,1163,1322,6,4,Bachelor of Technology,1,West Bengal
47335,47335,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,EWS,Female-only (including Supernumerary),2317,2317,6,4,Bachelor of Technology,1,West Bengal
47336,47336,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,OBC-NCL,Gender-Neutral,2301,3033,6,4,Bachelor of Technology,1,West Bengal
47337,47337,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only (including Supernumerary),5856,6116,6,4,Bachelor of Technology,1,West Bengal
47338,47338,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,SC,Gender-Neutral,1211,1622,6,4,Bachelor of Technology,1,West Bengal
47339,47339,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,SC,Female-only (including Supernumerary),2490,2795,6,4,Bachelor of Technology,1,West Bengal
47340,47340,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,ST,Gender-Neutral,48,714,6,4,Bachelor of Technology,1,West Bengal
47341,47341,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,ST,Female-only (including Supernumerary),987,987,6,4,Bachelor of Technology,1,West Bengal
47342,47342,Indian Institute of Technology Madras,Physics,AI,GEN,Gender-Neutral,106,4318,6,5,Bachelor of Science and Master of Science (Dual Degree),1,Tamilnadu
47343,47343,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,GEN,Female-only (including Supernumerary),15600,16871,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47344,47344,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,EWS,Gender-Neutral,1423,1486,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47345,47345,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,OBC-NCL,Gender-Neutral,3118,3438,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47346,47346,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,OBC-NCL,Female-only (including Supernumerary),6667,6820,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47347,47347,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,SC,Gender-Neutral,1634,2032,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47348,47348,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,SC,Female-only (including Supernumerary),3151,3151,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47349,47349,Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,AI,ST,Gender-Neutral,856,999,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
