,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
55728,55728,"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,OBC-NCL,Gender-Neutral,21187,22542,6,4,Bachelor of Technology,0,Assam
55729,55729,"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,SC,Gender-Neutral,9779,9954,6,4,Bachelor of Technology,0,Assam
55730,55730,"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,AI,ST,Gender-Neutral,3785,3785,6,4,Bachelor of Technology,0,Assam
55731,55731,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,GEN,Gender-Neutral,51220,63616,6,4,Bachelor of Technology,0,Assam
55732,55732,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,EWS,Gender-Neutral,9531,9643,6,4,Bachelor of Technology,0,Assam
55733,55733,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,18889,20178,6,4,Bachelor of Technology,0,Assam
55734,55734,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,SC,Gender-Neutral,8942,9605,6,4,Bachelor of Technology,0,Assam
55735,55735,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,AI,ST,Gender-Neutral,2880,3358,6,4,Bachelor of Technology,0,Assam
55736,55736,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,AI,GEN,Gender-Neutral,84699,92615,6,4,Bachelor of Technology,0,Assam
55737,55737,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,AI,EWS,Gender-Neutral,13442,13675,6,4,Bachelor of Technology,0,Assam
55738,55738,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,AI,OBC-NCL,Gender-Neutral,28267,28750,6,4,Bachelor of Technology,0,Assam
55739,55739,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,AI,SC,Gender-Neutral,10164,12507,6,4,Bachelor of Technology,0,Assam
55740,55740,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,AI,ST,Gender-Neutral,4694,4694,6,4,Bachelor of Technology,0,Assam
55741,55741,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,GEN,Gender-Neutral,63538,72026,6,4,Bachelor of Technology,0,Assam
55742,55742,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,EWS,Gender-Neutral,11076,11194,6,4,Bachelor of Technology,0,Assam
55743,55743,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,20818,24977,6,4,Bachelor of Technology,0,Assam
55744,55744,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,SC,Gender-Neutral,9143,10589,6,4,Bachelor of Technology,0,Assam
55745,55745,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,AI,ST,Gender-Neutral,3621,3876,6,4,Bachelor of Technology,0,Assam
55746,55746,"School of Planning & Architecture, Bhopal",Architecture,AI,GEN,Gender-Neutral,88,429,6,5,Bachelor of Architecture,0,Madhya Pradesh
55747,55747,"School of Planning & Architecture, Bhopal",Architecture,AI,OPEN (PwD),Gender-Neutral,9,9,6,5,Bachelor of Architecture,0,Madhya Pradesh
55748,55748,"School of Planning & Architecture, Bhopal",Architecture,AI,EWS,Gender-Neutral,55,192,6,5,Bachelor of Architecture,0,Madhya Pradesh
55749,55749,"School of Planning & Architecture, Bhopal",Architecture,AI,OBC-NCL,Gender-Neutral,157,423,6,5,Bachelor of Architecture,0,Madhya Pradesh
55750,55750,"School of Planning & Architecture, Bhopal",Architecture,AI,SC,Gender-Neutral,56,196,6,5,Bachelor of Architecture,0,Madhya Pradesh
55751,55751,"School of Planning & Architecture, Bhopal",Architecture,AI,ST,Gender-Neutral,13,91,6,5,Bachelor of Architecture,0,Madhya Pradesh
55752,55752,"School of Planning & Architecture, Bhopal",Planning,AI,GEN,Gender-Neutral,341,818,6,4,Bachelor of Planning,0,Madhya Pradesh
55753,55753,"School of Planning & Architecture, Bhopal",Planning,AI,OPEN (PwD),Gender-Neutral,25,25,6,4,Bachelor of Planning,0,Madhya Pradesh
55754,55754,"School of Planning & Architecture, Bhopal",Planning,AI,EWS,Gender-Neutral,189,271,6,4,Bachelor of Planning,0,Madhya Pradesh
55755,55755,"School of Planning & Architecture, Bhopal",Planning,AI,OBC-NCL,Gender-Neutral,387,582,6,4,Bachelor of Planning,0,Madhya Pradesh
55756,55756,"School of Planning & Architecture, Bhopal",Planning,AI,SC,Gender-Neutral,87,234,6,4,Bachelor of Planning,0,Madhya Pradesh
55757,55757,"School of Planning & Architecture, Bhopal",Planning,AI,ST,Gender-Neutral,41,68,6,4,Bachelor of Planning,0,Madhya Pradesh
55758,55758,"School of Planning & Architecture, New Delhi",Architecture,AI,GEN,Gender-Neutral,2,204,6,5,Bachelor of Architecture,0,New Delhi
55759,55759,"School of Planning & Architecture, New Delhi",Architecture,AI,OPEN (PwD),Gender-Neutral,2,7,6,5,Bachelor of Architecture,0,New Delhi
55760,55760,"School of Planning & Architecture, New Delhi",Architecture,AI,EWS,Gender-Neutral,40,117,6,5,Bachelor of Architecture,0,New Delhi
55761,55761,"School of Planning & Architecture, New Delhi",Architecture,AI,OBC-NCL,Gender-Neutral,50,246,6,5,Bachelor of Architecture,0,New Delhi
55762,55762,"School of Planning & Architecture, New Delhi",Architecture,AI,SC,Gender-Neutral,14,143,6,5,Bachelor of Architecture,0,New Delhi
55763,55763,"School of Planning & Architecture, New Delhi",Architecture,AI,ST,Gender-Neutral,7,26,6,5,Bachelor of Architecture,0,New Delhi
55764,55764,"School of Planning & Architecture, New Delhi",Architecture,AI,ST (PwD),Gender-Neutral,1,1,6,5,Bachelor of Architecture,0,New Delhi
55765,55765,"School of Planning & Architecture, New Delhi",Planning,AI,GEN,Gender-Neutral,106,347,6,4,Bachelor of Planning,0,New Delhi
55766,55766,"School of Planning & Architecture, New Delhi",Planning,AI,OPEN (PwD),Gender-Neutral,3,3,6,4,Bachelor of Planning,0,New Delhi
55767,55767,"School of Planning & Architecture, New Delhi",Planning,AI,EWS,Gender-Neutral,106,177,6,4,Bachelor of Planning,0,New Delhi
55768,55768,"School of Planning & Architecture, New Delhi",Planning,AI,OBC-NCL,Gender-Neutral,102,473,6,4,Bachelor of Planning,0,New Delhi
55769,55769,"School of Planning & Architecture, New Delhi",Planning,AI,SC,Gender-Neutral,64,113,6,4,Bachelor of Planning,0,New Delhi
55770,55770,"School of Planning & Architecture, New Delhi",Planning,AI,ST,Gender-Neutral,8,25,6,4,Bachelor of Planning,0,New Delhi
55771,55771,School of Planning & Architecture: Vijayawada,Architecture,AI,GEN,Gender-Neutral,54,581,6,5,Bachelor of Architecture,0,Andhra Pradesh
55772,55772,School of Planning & Architecture: Vijayawada,Architecture,AI,OPEN (PwD),Gender-Neutral,44,44,6,5,Bachelor of Architecture,0,Andhra Pradesh
55773,55773,School of Planning & Architecture: Vijayawada,Architecture,AI,EWS,Gender-Neutral,59,179,6,5,Bachelor of Architecture,0,Andhra Pradesh
55774,55774,School of Planning & Architecture: Vijayawada,Architecture,AI,OBC-NCL,Gender-Neutral,180,395,6,5,Bachelor of Architecture,0,Andhra Pradesh
55775,55775,School of Planning & Architecture: Vijayawada,Architecture,AI,SC,Gender-Neutral,40,184,6,5,Bachelor of Architecture,0,Andhra Pradesh
55776,55776,School of Planning & Architecture: Vijayawada,Architecture,AI,ST,Gender-Neutral,29,75,6,5,Bachelor of Architecture,0,Andhra Pradesh
55777,55777,School of Planning & Architecture: Vijayawada,Planning,AI,GEN,Gender-Neutral,349,825,6,4,Bachelor of Planning,0,Andhra Pradesh
55778,55778,School of Planning & Architecture: Vijayawada,Planning,AI,EWS,Gender-Neutral,146,262,6,4,Bachelor of Planning,0,Andhra Pradesh
55779,55779,School of Planning & Architecture: Vijayawada,Planning,AI,OBC-NCL,Gender-Neutral,305,607,6,4,Bachelor of Planning,0,Andhra Pradesh
55780,55780,School of Planning & Architecture: Vijayawada,Planning,AI,SC,Gender-Neutral,62,235,6,4,Bachelor of Planning,0,Andhra Pradesh
55781,55781,School of Planning & Architecture: Vijayawada,Planning,AI,ST,Gender-Neutral,81,115,6,4,Bachelor of Planning,0,Andhra Pradesh
55782,55782,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Architecture,AI,GEN,Gender-Neutral,1008,1709,6,5,Bachelor of Architecture,0,Jammu and Kashmir
55783,55783,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Civil Engineering,AI,GEN,Gender-Neutral,87315,90588,6,4,Bachelor of Technology,0,Jammu and Kashmir
55784,55784,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Computer Science and Engineering,AI,GEN,Gender-Neutral,43438,63287,6,4,Bachelor of Technology,0,Jammu and Kashmir
55785,55785,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,1035,1035,6,4,Bachelor of Technology,0,Jammu and Kashmir
55786,55786,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electrical Engineering,AI,GEN,Gender-Neutral,54875,81105,6,4,Bachelor of Technology,0,Jammu and Kashmir
55787,55787,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electronics and Communication Engineering,AI,GEN,Gender-Neutral,55536,75742,6,4,Bachelor of Technology,0,Jammu and Kashmir
55788,55788,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Mechanical Engineering,AI,GEN,Gender-Neutral,80200,88879,6,4,Bachelor of Technology,0,Jammu and Kashmir
55789,55789,"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,GEN,Gender-Neutral,14941,18038,6,4,Bachelor of Technology,0,Chhattisgarh
55790,55790,"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,5570,6458,6,4,Bachelor of Technology,0,Chhattisgarh
55791,55791,"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,OBC-NCL (PwD),Gender-Neutral,452,452,6,4,Bachelor of Technology,0,Chhattisgarh
55792,55792,"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,SC,Gender-Neutral,4244,4294,6,4,Bachelor of Technology,0,Chhattisgarh
55793,55793,"International Institute of Information Technology, Naya Raipur",Computer Science and Engineering,AI,ST,Gender-Neutral,2132,2304,6,4,Bachelor of Technology,0,Chhattisgarh
55794,55794,"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,GEN,Gender-Neutral,16994,21267,6,4,Bachelor of Technology,0,Chhattisgarh
55795,55795,"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,OPEN (PwD),Gender-Neutral,1445,1445,6,4,Bachelor of Technology,0,Chhattisgarh
55796,55796,"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,6825,7639,6,4,Bachelor of Technology,0,Chhattisgarh
55797,55797,"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,SC,Gender-Neutral,5348,5637,6,4,Bachelor of Technology,0,Chhattisgarh
55798,55798,"International Institute of Information Technology, Naya Raipur",Data Science and Artificial Intelligence,AI,ST,Gender-Neutral,2393,2393,6,4,Bachelor of Technology,0,Chhattisgarh
55799,55799,"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,GEN,Gender-Neutral,25039,31621,6,4,Bachelor of Technology,0,Chhattisgarh
55800,55800,"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,9268,11010,6,4,Bachelor of Technology,0,Chhattisgarh
55801,55801,"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,SC,Gender-Neutral,4595,7070,6,4,Bachelor of Technology,0,Chhattisgarh
55802,55802,"International Institute of Information Technology, Naya Raipur",Electronics and Communication Engineering,AI,ST,Gender-Neutral,3269,3287,6,4,Bachelor of Technology,0,Chhattisgarh
55803,55803,University of Hyderabad,Computer Science and Engineering,AI,GEN,Gender-Neutral,14301,24514,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55804,55804,University of Hyderabad,Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,368,368,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55805,55805,University of Hyderabad,Computer Science and Engineering,AI,EWS,Gender-Neutral,3622,4332,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55806,55806,University of Hyderabad,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,6200,9501,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55807,55807,University of Hyderabad,Computer Science and Engineering,AI,OBC-NCL (PwD),Gender-Neutral,327,327,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55808,55808,University of Hyderabad,Computer Science and Engineering,AI,SC,Gender-Neutral,1333,3925,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55809,55809,University of Hyderabad,Computer Science and Engineering,AI,ST,Gender-Neutral,1140,1623,6,5,Bachelor and Master of Technology (Dual Degree),0,Telangana
55810,55810,"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,GEN,Gender-Neutral,35972,60486,6,4,Bachelor of Technology,0,Chandigarh
55811,55811,"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,EWS,Gender-Neutral,15086,24795,6,4,Bachelor of Technology,0,Chandigarh
55812,55812,"Punjab Engineering College, Chandigarh",Aerospace Engineering,HS,SC,Gender-Neutral,13727,15356,6,4,Bachelor of Technology,0,Chandigarh
55813,55813,"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,GEN,Gender-Neutral,3310,34079,6,4,Bachelor of Technology,0,Chandigarh
55814,55814,"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,OPEN (PwD),Gender-Neutral,690,690,6,4,Bachelor of Technology,0,Chandigarh
55815,55815,"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,EWS,Gender-Neutral,5937,6175,6,4,Bachelor of Technology,0,Chandigarh
55816,55816,"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,SC,Gender-Neutral,2023,3795,6,4,Bachelor of Technology,0,Chandigarh
55817,55817,"Punjab Engineering College, Chandigarh",Aerospace Engineering,OS,ST,Gender-Neutral,1778,1778,6,4,Bachelor of Technology,0,Chandigarh
55818,55818,"Punjab Engineering College, Chandigarh",Civil Engineering,HS,GEN,Gender-Neutral,26438,90433,6,4,Bachelor of Technology,0,Chandigarh
55819,55819,"Punjab Engineering College, Chandigarh",Civil Engineering,HS,EWS,Gender-Neutral,18088,49551,6,4,Bachelor of Technology,0,Chandigarh
55820,55820,"Punjab Engineering College, Chandigarh",Civil Engineering,HS,SC,Gender-Neutral,15330,31732,6,4,Bachelor of Technology,0,Chandigarh
55821,55821,"Punjab Engineering College, Chandigarh",Civil Engineering,OS,GEN,Gender-Neutral,33582,55759,6,4,Bachelor of Technology,0,Chandigarh
55822,55822,"Punjab Engineering College, Chandigarh",Civil Engineering,OS,EWS,Gender-Neutral,8674,8753,6,4,Bachelor of Technology,0,Chandigarh
55823,55823,"Punjab Engineering College, Chandigarh",Civil Engineering,OS,SC,Gender-Neutral,8257,9025,6,4,Bachelor of Technology,0,Chandigarh
55824,55824,"Punjab Engineering College, Chandigarh",Civil Engineering,OS,ST,Gender-Neutral,2604,3289,6,4,Bachelor of Technology,0,Chandigarh
55825,55825,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,GEN,Gender-Neutral,1939,15129,6,4,Bachelor of Technology,0,Chandigarh
55826,55826,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,OPEN (PwD),Gender-Neutral,1433,1483,6,4,Bachelor of Technology,0,Chandigarh
55827,55827,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,EWS,Gender-Neutral,5201,10429,6,4,Bachelor of Technology,0,Chandigarh
55828,55828,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,HS,SC,Gender-Neutral,1098,3010,6,4,Bachelor of Technology,0,Chandigarh
55829,55829,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,GEN,Gender-Neutral,5644,11537,6,4,Bachelor of Technology,0,Chandigarh
55830,55830,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,OPEN (PwD),Gender-Neutral,280,474,6,4,Bachelor of Technology,0,Chandigarh
55831,55831,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,EWS,Gender-Neutral,1657,2168,6,4,Bachelor of Technology,0,Chandigarh
55832,55832,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,EWS (PwD),Gender-Neutral,153,153,6,4,Bachelor of Technology,0,Chandigarh
55833,55833,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,SC,Gender-Neutral,1589,2721,6,4,Bachelor of Technology,0,Chandigarh
55834,55834,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,SC (PwD),Gender-Neutral,51,51,6,4,Bachelor of Technology,0,Chandigarh
55835,55835,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,OS,ST,Gender-Neutral,447,1199,6,4,Bachelor of Technology,0,Chandigarh
55836,55836,"Punjab Engineering College, Chandigarh",Computer Science Engineering,HS,EWS,Gender-Neutral,6203,10775,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55837,55837,"Punjab Engineering College, Chandigarh",Computer Science Engineering,HS,SC,Gender-Neutral,3575,4680,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55838,55838,"Punjab Engineering College, Chandigarh",Computer Science Engineering,OS,GEN,Gender-Neutral,8062,13436,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55839,55839,"Punjab Engineering College, Chandigarh",Computer Science Engineering,OS,OPEN (PwD),Gender-Neutral,599,599,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55840,55840,"Punjab Engineering College, Chandigarh",Computer Science Engineering,OS,EWS,Gender-Neutral,1997,2526,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55841,55841,"Punjab Engineering College, Chandigarh",Computer Science Engineering,OS,SC,Gender-Neutral,2277,3418,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55842,55842,"Punjab Engineering College, Chandigarh",Computer Science Engineering,OS,ST,Gender-Neutral,1326,1367,6,4,B. Tech / B. Tech (Hons.),0,Chandigarh
55843,55843,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",Computer Science Engineering,AI,GEN,Gender-Neutral,21229,58532,6,4,B. Tech / B. Tech (Hons.),0,Chhattisgarh
55844,55844,"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,GEN,Gender-Neutral,27268,37866,6,4,Bachelor of Technology,0,Chandigarh
55845,55845,"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,EWS,Gender-Neutral,17708,22201,6,4,Bachelor of Technology,0,Chandigarh
55846,55846,"Punjab Engineering College, Chandigarh",Electrical Engineering,HS,SC,Gender-Neutral,9674,13879,6,4,Bachelor of Technology,0,Chandigarh
55847,55847,"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,GEN,Gender-Neutral,20924,33308,6,4,Bachelor of Technology,0,Chandigarh
55848,55848,"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,EWS,Gender-Neutral,5072,5641,6,4,Bachelor of Technology,0,Chandigarh
55849,55849,"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,SC,Gender-Neutral,5324,7636,6,4,Bachelor of Technology,0,Chandigarh
55850,55850,"Punjab Engineering College, Chandigarh",Electrical Engineering,OS,ST,Gender-Neutral,1985,2396,6,4,Bachelor of Technology,0,Chandigarh
55851,55851,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,GEN,Gender-Neutral,15160,27267,6,4,Bachelor of Technology,0,Chandigarh
55852,55852,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,EWS,Gender-Neutral,12222,17006,6,4,Bachelor of Technology,0,Chandigarh
55853,55853,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,HS,SC,Gender-Neutral,3058,9581,6,4,Bachelor of Technology,0,Chandigarh
55854,55854,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,GEN,Gender-Neutral,13135,18635,6,4,Bachelor of Technology,0,Chandigarh
55855,55855,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,OPEN (PwD),Gender-Neutral,854,1524,6,4,Bachelor of Technology,0,Chandigarh
55856,55856,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,EWS,Gender-Neutral,2703,3030,6,4,Bachelor of Technology,0,Chandigarh
55857,55857,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,EWS (PwD),Gender-Neutral,186,186,6,4,Bachelor of Technology,0,Chandigarh
55858,55858,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,SC,Gender-Neutral,2734,4579,6,4,Bachelor of Technology,0,Chandigarh
55859,55859,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,OS,ST,Gender-Neutral,1728,1807,6,4,Bachelor of Technology,0,Chandigarh
55860,55860,"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,GEN,Gender-Neutral,24825,55024,6,4,Bachelor of Technology,0,Chandigarh
55861,55861,"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,EWS,Gender-Neutral,22298,35600,6,4,Bachelor of Technology,0,Chandigarh
55862,55862,"Punjab Engineering College, Chandigarh",Mechanical Engineering,HS,SC,Gender-Neutral,16199,22600,6,4,Bachelor of Technology,0,Chandigarh
55863,55863,"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,GEN,Gender-Neutral,33321,43814,6,4,Bachelor of Technology,0,Chandigarh
55864,55864,"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,EWS,Gender-Neutral,6431,7083,6,4,Bachelor of Technology,0,Chandigarh
55865,55865,"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,SC,Gender-Neutral,4894,8182,6,4,Bachelor of Technology,0,Chandigarh
55866,55866,"Punjab Engineering College, Chandigarh",Mechanical Engineering,OS,ST,Gender-Neutral,3509,4223,6,4,Bachelor of Technology,0,Chandigarh
55867,55867,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,GEN,Gender-Neutral,77673,101745,6,4,Bachelor of Technology,0,Chandigarh
55868,55868,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,HS,SC,Gender-Neutral,25560,37359,6,4,Bachelor of Technology,0,Chandigarh
55869,55869,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,GEN,Gender-Neutral,48224,58870,6,4,Bachelor of Technology,0,Chandigarh
55870,55870,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,EWS,Gender-Neutral,8756,8966,6,4,Bachelor of Technology,0,Chandigarh
55871,55871,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,SC,Gender-Neutral,8811,10143,6,4,Bachelor of Technology,0,Chandigarh
55872,55872,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,OS,ST,Gender-Neutral,4558,5198,6,4,Bachelor of Technology,0,Chandigarh
55873,55873,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,HS,GEN,Gender-Neutral,59436,92397,6,4,Bachelor of Technology,0,Chandigarh
55874,55874,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,HS,SC,Gender-Neutral,20242,36216,6,4,Bachelor of Technology,0,Chandigarh
55875,55875,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,GEN,Gender-Neutral,45029,54597,6,4,Bachelor of Technology,0,Chandigarh
55876,55876,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,EWS,Gender-Neutral,8455,8704,6,4,Bachelor of Technology,0,Chandigarh
55877,55877,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,SC,Gender-Neutral,8703,9666,6,4,Bachelor of Technology,0,Chandigarh
55878,55878,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,OS,ST,Gender-Neutral,4835,4835,6,4,Bachelor of Technology,0,Chandigarh
55879,55879,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,GEN,Gender-Neutral,14097,24280,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55880,55880,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,OPEN (PwD),Gender-Neutral,303,303,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55881,55881,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,EWS,Gender-Neutral,4102,4698,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55882,55882,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,OBC-NCL,Gender-Neutral,6263,10162,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55883,55883,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,OBC-NCL (PwD),Gender-Neutral,420,420,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55884,55884,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,SC,Gender-Neutral,1825,4665,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55885,55885,"Jawaharlal Nehru University, Delhi",Computer Science & Engineering,AI,ST,Gender-Neutral,1284,2286,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55886,55886,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,GEN,Gender-Neutral,25570,36568,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55887,55887,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OPEN (PwD),Gender-Neutral,837,837,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55888,55888,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,EWS,Gender-Neutral,5719,6093,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55889,55889,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OBC-NCL,Gender-Neutral,9886,13509,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55890,55890,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,OBC-NCL (PwD),Gender-Neutral,927,927,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55891,55891,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,SC,Gender-Neutral,4357,6102,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55892,55892,"Jawaharlal Nehru University, Delhi",Electronics & Communication Engineering,AI,ST,Gender-Neutral,1838,2944,6,5,B.Tech. + M.Tech./MS (Dual Degree),0,New Delhi
55893,55893,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,GEN,Gender-Neutral,26369,28390,6,4,Bachelor of Technology,0,Odisha
55894,55894,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,OPEN (PwD),Gender-Neutral,1849,1849,6,4,Bachelor of Technology,0,Odisha
55895,55895,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,EWS,Gender-Neutral,4574,4782,6,4,Bachelor of Technology,0,Odisha
55896,55896,"International Institute of Information Technology, Bhubaneswar",Computer Engineering,AI,OBC-NCL,Gender-Neutral,9559,11292,6,4,Bachelor of Technology,0,Odisha
